Pachastrella monilifera
Antistea elegans
Otiorhynchus ligustici
Ulmicola spinipes
Sympetrum vulgatum
Sertularia tenera
Gnoriste bilineata
Phyllobius calcaratus
Calanus finmarchicus
Nebalia bipes
Calanus glacialis
Phalangium opilio
Calanus helgolandicus
Calanus hyperboreus
Tiphia femorata
Heliozela hammoniella
Heliozela resplendella
Heliozela sericiella
Pleurotrocha petromyzon
Xantholinus audrasi
Piscicola geometra
Acanthinula aculeata
Otiorhynchus nodosus
Ephydatia fluviatilis
Leucon acutirostris
Ephydatia muelleri
Leucon fulvus
Otiorhynchus ovatus
Eutrichapion ervi
Xantholinus laevigatus
Chelipoda albiseta
Xantholinus linearis
Phyllobius maculicornis
Leucon nasica
Ardis pallipes
Halcampa arctica
Leucon nasicus
Halcampa chrysanthellum
Leucon pallidus
Diaperis boleti
Otiorhynchus porcatus
Xantholinus tricolor
Acanthis flammea
Melandrya caraboides
Proclea graffii
Phyllobius oblongus
Acanthis flavirostris
Acanthis hornemanni
Halcampoides abyssorum
Villa cingulata
Acanthis linaria
Scolioneura betuleti
Otiorhynchus raucus
Phyllobius pomaceus
Lycosa eiseni
Ophidonais serpentina
Phyllobius pyri
Nicomache lumbricalis
Adelphocoris lineolatus
Andrena barbilabris
Otiorhynchus rugifrons
Adelphocoris quadripunctatus
Diaphana globosa
Blicca bjoerkna
Pisidia longicornis
Lycosa furcifera
Adelphocoris seticornis
Symphodus melops
Diaphana minuta
Lycosa glacialis
Amara aenea
Lycosa groenlandica
Otiorhynchus scaber
Mycetaea subterranea
Lycosa hyperborea
Amara alpina
Trimium brevicorne
Amara apricaria
Phloeostiba monilicornis
Otiorhynchus singularis
Amara aulica
Ophilina acuminata
Amara bifrons
Proclossiana eunomia
Andrena carantonica
Scoliopteryx libatrix
Amara brunnea
Phyllobius virideaeris
Aleimma loeflingiana
Phyllobius viridicollis
Otiorhynchus sulcatus
Pisidium casertanum
Amara communis
Micrambe abietis
Cymatia bondsdorffi
Vespula germanica
Cymatia bonsdorffii
Amara consularis
Antitype chi
Nebria nivalis
Amara convexior
Mycetina cruciata
Amara cursitans
Scolitantides orion
Amara curta
Chelon labrosus
Mangora acalypha
Amara equestris
Amara erratica
Lycosa saccata
Furcula bicuspis
Trechus quadristriatus
Amara eurynota
Furcula bifida
Nebria rufescens
Amara famelica
Furcula furcula
Nebria salina
Mycetochara axillaris
Corynis obscura
Mycetochara flavipes
Eupelix cuspidata
Amara familiaris
Mycetochara humeralis
Lycosa tarsalis
Dasygnypeta velata
Mycetochara linearis
Mycetochara obscura
Metretopus borealis
Amara fulva
Uloborus plumipes
Amara gebleri
Melanella alba
Pisidium henslowanum
Gerris argentatus
Epibdella hippoglossi
Bromius obscurus
Cochlodesma praetenue
Amara infima
Nebrioporus assimilis
Amara ingenua
Amara interstitialis
Dorcatoma chrysomelina
Chrysoesthia drurella
Nebrioporus depressus
Gerris lacustris
Acanthocardia echinata
Gerris lateralis
Diaphanosoma brachyurum
Mycetophagus atomarius
Amara lunicollis
Phalaropus fulicarius
Mycetophagus decempunctatus
Gerris odontogaster
Phalaropus lobatus
Mycetophagus fulvicollis
Diaphanosoma leuchtenbergianum
Phalaropus tricolor
Melanella frielei
Mycetophagus multipunctatus
Trechus rubens
Mycetophagus piceus
Gerris thoracicus
Scolopax rusticola
Amara montivaga
Mycetophagus populi
Epiblema cirsiana
Litoligia literosa
Amara municipalis
Metridia longa
Amara nigricornis
Amara nitida
Symphoromyia crassicornis
Epiblema foenella
Amara ovata
Epiblema grandaevana
Mycetophila abbreviata
Mycetophila abiecta
Melanella lubrica
Pseudomalletia obtusa
Amara plebeja
Pseudomalletia pianii
Andrena haemorrhoa
Amara praetermissa
Phalera bucephala
Melanella monterosatoi
Halecium halecinum
Amara quenseli
Epiblema obscurana
Mycetophila assimilis
Gouldia minima
Mycetophila attonsa
Mycetophila autumnalis
Halecium labrosum
Lyctocoris campestris
Melanella orphanensis
Epiblema scutulana
Mycetophila blanda
Mycetophila bohemica
Halecium muricatum
Epiblema simploniana
Epiblema sticticana
Mycetophila brevitarsata
Amara similata
Lyctus brunneus
Amara spreta
Agrotera nemoralis
Mycetophila confluens
Amara tibialis
Lyctus linearis
Amara torrida
Mycetophila curviseta
Mycetophila dentata
Gersemia fruticosa
Uloma rufa
Axinella infundibuliformis
Mycetophila dziedzickii
Diaphora mendica
Diplodoma laichartingella
Mycetophila evanida
Povolnya leucapennella
Mycetophila finlandica
Elaphrus cupreus
Mycetophila fungorum
Mycetophila fungorum-group
Elaphrus riparius
Mycetophila hetschkoi
Ulopa reticulata
Pleuroxus aduncus
Elaphrus uliginosus
Mycetophila ichneumonea
Compsidolon salicellus
Mycetophila laeta
Pleuroxus laevis
Mycetophila lubomirskii
Mycetophila luctuosa
Pleuroxus trigonellus
Mycetophila lunata
Pleuroxus truncatus
Compsobata cibaria
Pleuroxus uncinatus
Compsobata nigricornis
Agrotis cinerea
Agrotis clavis
Mycetophila marginata
Pisione remota
Trochosa ruricola
Lydella ripae
Mycetophila mohilivensis
Hypera obovata
Apolephthisia subincana
Pseudomedon obscurellus
Mycetophila ocellus
Cryptarcha strigata
Mycetophila ornata
Agrotis exclamationis
Cryptarcha undata
Eiseniella tetraedra
Pleustes panoplus
Mycetophila pictula
Eupeodes bucculatus
Tringa erythropus
Eupeodes corollae
Tringa flavipes
Tringa glareola
Ophiocoma nigra
Mycetophila pumila
Eupeodes lapponicus
Nicrophorus humator
Eupeodes latifasciatus
Phyllocnistis labyrinthella
Eupeodes lundbecki
Eupeodes luniger
Mycetophila ruficollis
Mycetophila ruficollis-group
Nicrophorus investigator
Metrioptera brachyptera
Agrotis ipsilon
Eupeodes nielseni
Tringa melanoleuca
Metrioptera brachypterus
Mycetophila schnablii
Tringa nebularia
Cicadella viridis
Melangyna compositarum
Tringa ochropus
Mycetophila signata
Phyllocnistis unipunctella
Mycetophila sordida
Melangyna lasiophthalma
Mycetophila spectabilis
Mycetophila stolida
Ophiocomina nigra
Agrotis luehri
Mycetophila strigatoides
Mycetophila stylata
Tringa stagnatilis
Melangyna umbellatarum
Mycetophila sublunata
Tringa totanus
Nicrophorus vespillo
Nicrophorus vespilloides
Dolerus liogaster
Octobranchus floriceps
Mycetophila unipunctata
Geryon tridens
Geryon trispinosus
Erynnis tages
Mycetophila vittipes
Mycetophila xanthopyga
Hyadesia fusca
Halesus digitatus
Halesus radiatus
Agrotis ripae
Hyppa rectilinea
Halesus tesselatus
Scolopostethus affinis
Scolopostethus decoratus
Lygephila craccae
Scolopostethus pilosus
Agrotis segetum
Dolerus nigratus
Scolopostethus thomsoni
Mycetoporus aequalis
Mycetoporus altaicus
Calathura norvegica
Lygephila pastinum
Mycetoporus baudueri
Cicadula persimilis
Mycetoporus bimaculatus
Lygephila viciae
Cicadula quadrinotata
Mycetoporus clavicornis
Niditinea fuscella
Gesneria centuriella
Mycetoporus despectus
Scolopscelis pulchella
Stictea mygindiana
Calathus ambiguus
Niditinea striolella
Mycetoporus erichsonanus
Ophiocten gracilis
Mycetoporus forticornis
Mycetoporus inaris
Mycetoporus lepidus
Ophiocten sericeum
Mycetoporus longulus
Clivina fossor
Mycetoporus maeklini
Mycetoporus maerkeli
Acanthocinus aedilis
Mycetoporus monticola
Mycetoporus mulsanti
Mycetoporus niger
Mycetoporus nigrans
Coryphaenoides rupestris
Agrotis vestigialis
Calathus erratus
Mycetoporus punctus
Mycetoporus rufescens
Acanthocinus griseus
Haliaeetus albicilla
Mycetoporus ruficornis
Crypticus quisquilius
Necrobia ruficollis
Calathus fuscipes
Necrobia rufipes
Octolasion cyaneum
Hydroporus acutangulus
Necrobia violacea
Hyala vitrea
Hypselistes jacksoni
Lygistopterus sanguineus
Necrodes littoralis
Thenea abyssorum
Agrypnia obsoleta
Calathus melanocephalus
Melanogrammus aeglefinus
Agrypnia picta
Sarsicytheridea bradii
Calathus micropterus
Sarsicytheridea punctillata
Agrypnia varia
Calathus mollis
Thenea muricata
Dynatosoma reciprocum
Elasmostethus brevis
Elasmostethus interstinctus
Hyale nilssoni
Sarsinebalia typhlops
Hyale nilssonii
Hyale pontica
Necrophloeophagus flavus
Necrophloeophagus longicornis
Drusilla canaliculata
Hypera venusta
Lygocoris contaminatus
Sesia apiformis
Agrypnus murinus
Lygocoris limbatus
Lamna nasus
Lygocoris lucorum
Elasmucha ferrugata
Elasmucha fieberi
Tectura testudinalis
Tectura virginea
Lygocoris pabulinus
Elasmucha grisea
Cryptoblabes bistriga
Lygocoris rugicollis
Lygocoris viridis
Pissodes castaneus
Phalonidia affinitana
Phalonidia curvistrigana
Pissodes gyllenhali
Pissodes gyllenhalii
Pissodes harcyniae
Phalonidia gilvicomana
Maniola jurtina
Acleris cristana
Phalonidia manniana
Harmothoe marphysae
Calliteara pudibunda
Cloeon dipterum
Pissodes pini
Pissodes piniphilus
Cloeon inscriptum
Mixodiaptomus laciniatus
Artediellus uncinatus
Cloeon praetextum
Otocelis westbladi
Cloeon simile
Ophiodromus flexuosus
Pissodes validirostris
Hydraena nigrita
Triodia sylvina
Pista cristata
Calcarius lapponica
Calcarius lapponicus
Caradrina clavipalpis
Pista lornensis
Phyllodesma ilicifolia
Cancer pagurus
Physeter catodon
Melanimon tibiale
Mannerheimia arctica
Cassida denticollis
Hydraena palustris
Otodistomum cestoides
Aguriahana germari
Coryphella verrucosa
Cassida flaveola
Gracilia minuta
Scolytus intricatus
Aguriahana pictilis
Cassida hemisphaerica
Xanthoperla apicalis
Pentanota meuseli
Aguriahana stellulata
Scolytus laevis
Coryphiomorphus hyperboreus
Otiorhynchus aurosparsus
Cassida nebulosa
Cassida nobilis
Cassida panzeri
Coryphium angusticolle
Halichoerus grypus
Cassida rubiginosa
Scolytus ratzeburgi
Scolytus rugulosus
Cassida sanguinolenta
Cassida sanguinosa
Halichondria panicea
Tegella nigrans
Hyalinoecia tubicola
Cassida vibex
Halichondria bowerbanki
Cassida viridis
Mareca penelope
Tegenaria atrica
Leptogaster guttiventris
Agyneta affinis
Agyneta cauta
Tegenaria domestica
Agyneta conigera
Agyneta gulosa
Xanthorhoe annotinata
Rhopalopyx peyssleri
Agyneta mosica
Agyneta nigripes
Agyneta ramosa
Agyneta rurestris
Agyneta saxatilis
Leucoptera laburnella
Agyneta subtilis
Bathyarca glacialis
Theonoe minutissima
Bathyarca grenophia
Aredolpona rubra
Zoogenetes harpa
Longitarsus ferrugineus
Bathyarca pectunculoides
Bathyarca philippiana
Leopoldius signatus
Leucoptera sinuella
Phyllodoce groenlandica
Melanitta fusca
Mystides caeca
Scomber scombrus
Melanitta nigra
Acanthocyclops capillatus
Dasypolia templi
Gracillaria loriolella
Melanitta perspicillata
Gracillaria syringella
Scomberesox saurus
Candacia armata
Acanthocyclops robustus
Solariella albula
Lampetra fluviatilis
Solariella amabilis
Acanthocyclops vernalis
Ypsolopha scabrella
Lampetra planeri
Aspidosiphon muelleri
Macropsis fuscula
Haliclona arnesenae
Lima hians
Epicypta atterima
Lepadella acuminata
Jupiteria minuta
Haliclona urceolus
Metzgeria albus
Leucorrhinia albifrons
Ophiola transversa
Solariella obscura
Plinthisus pusillus
Leucorrhinia caudalis
Leucorrhinia dubia
Haliclona rosea
Clorinda undata
Conaperta flavibacillum
Conaperta norvegica
Leucorrhinia pectoralis
Leucorrhinia rubicunda
Stictopleurus crassicornis
Stictopleurus punctatonervosus
Lepadella ovalis
Thera britannica
Thera cognata
Corystes cassivelaunus
Thera firmata
Phyllodrepa ioptera
Thera juniperata
Phyllodrepa linearis
Phyllodrepa melanocephala
Thera obeliscata
Phyllodrepa nigra
Adrastus pallens
Triopella incisa
Clossiana euphrosyne
Trissemus impressus
Clossiana freija
Phyllodrepa salicis
Thera serraria
Clossiana frigga
Phyllodrepa vilis
Longitarsus luridus
Thera variata
Phyllodrepoidea crenata
Scopaeus laevigatus
Lepadogaster bimaculatus
Scopaeus minutus
Anurida alpina
Clossiana polaris
Phyllodromia melanocephala
Anurida granaria
Anurida maritima
Anurida polaris
Anurida thalassophila
Anurida tullbergi
Clossiana thore
Anurida uniformis
Helix pomatia
Tachydromia aemula
Spirontocaris liljeborg
Rhopalus maculatus
Spirontocaris liljeborgii
Spirontocaris lilljeborgi
Spirontocaris lilljeborgii
Rhopalus parumpunctatus
Cercidia prominens
Rhopalus subrufus
Spirontocaris polaris
Clostera anachoreta
Bactra lacteana
Scoparia ambigualis
Spirontocaris pusiola
Solaster endeca
Scoparia ancipitella
Diaptomus denticornis
Clostera curtula
Stictotarsus duodecimpustulatus
Melanocorypha bimaculata
Stictotarsus griseostriatus
Melanocorypha calandra
Stictotarsus multilineatus
Clostera pigra
Metzneria lappella
Sympistis funebris
Octotemnus glabriculus
Diaptomus gracilis
Metzneria metzneriella
Anurophorus atlanticus
Sympistis heliophila
Diaptomus graciloides
Leucosolenia botryoides
Metzneria neuropterella
Sympistis lapponica
Leucosolenia canariensis
Anurophorus fulvus
Sympistis nigrita
Xanthorhoe abrasaria
Anurophorus laricis
Anurophorus palaearcticus
Anurophorus septentrionalis
Bathydrilus rarisetis
Rhopobota myrtillana
Rhopobota naevana
Diaptomus laciniatus
Rhopobota stagnana
Diaptomus laticeps
Acanthoderes clavipes
Rhopobota ustomaculana
Xanthorhoe biriviata
Cicindela campestris
Mniophila muscorum
Xanthorhoe decoloraria
Xanthorhoe designata
Androniscus dentiger
Mniotype adusta
Melanogaster aerosa
Xanthorhoe ferrugata
Mniotype satura
Xanthorhoe fluctuata
Lygus adspersus
Astacilla longicornis
Haliclona ventilabrum
Cryptocephalus bilineatus
Xanthorhoe incursata
Anyphaena accentuata
Conchoderma auritum
Cryptocephalus bipunctatus
Solea solea
Scoparia subfusca
Lygus pratensis
Lygus punctatus
Aspilapteryx tringipennella
Xanthorhoe montanata
Cryptocephalus coryli
Lygus wagneri
Conchoecia borealis
Cryptocephalus distinguendus
Ocydromia glabricula
Ocydromia melanopleura
Cicindela hybrida
Xanthorhoe quadrifasiata
Sympleustes latipes
Cryptocephalus fulvus
Littorina littorea
Xanthorhoe spadicearia
Halicreion aequicornis
Cryptocephalus hypochoeridis
Littorina mariae
Profenusa pygmaea
Apeira syringaria
Diarsia brunnea
Cryptocephalus labiatus
Lamprinodes saginatus
Trichoniscoides saeroeensis
Diarsia dahlii
Lampris guttatus
Trichoniscoides sarsi
Diarsia florida
Phloiotrya rufipes
Littorina neritoides
Cryptocephalus moraei
Diarsia mendica
Trioza remota
Favonius quercus
Cryptocephalus nitidulus
Diarsia rubi
Cryptocephalus nitidus
Spirorbis spirorbis
Panolis flammea
Plocamionida ambigua
Plocamionida tylotata
Arenaria interpres
Panomya arctica
Cryptocephalus parvulus
Lamprochernes chyzeri
Coscinia cribraria
Panomya norvegica
Cryptocephalus pini
Trioza urticae
Umbonula littoralis
Hypsopygia glaucinalis
Cryptocephalus punctiger
Thereva lanata
Mniusa grandiceps
Mniusa incrassata
Cryptocephalus quadripustulatus
Phania thoracica
Favosites forbesi
Spirosperma ferox
Littorina saxatilis
Cryptocephalus sericeus
Cryptocephalus sexpunctatus
Verruca stroemia
Lymantria monacha
Verruca stroemii
Gynnidomorpha alismana
Aonides paucibranchiata
Favosites norvegicus
Closterotomus fulvomaculatus
Closterotomus norvegicus
Favosites stroemeri
Favosites subgothlandicus
Cicindela sylvatica
Acanthodiaptomus denticornis
Phyllomya volvulus
Hemithea aestivaria
Auleutes epilobii
Mycomya affinis
Mochlonyx fuliginosus
Dasysyrphus friuliensis
Gibberifera simplana
Dasysyrphus hilaris
Mycomya annulata
Mycomya bicolor
Pentatoma rufipes
Dasysyrphus pinastri
Mycomya brunnea
Dasysyrphus tricinctus
Mycomya cinerascens
Dasysyrphus venustus
Mantura chrysanthemi
Euryptilium saxonicum
Aderus populneus
Mycomya confusa
Mantura obtusata
Mantura rustica
Lymexylon navale
Bathyomphalus contortus
Deltote uncula
Diasemia reticularis
Mycomya egregia
Mycomya fasciata
Cryptocheles pygmaea
Mycomya flavicollis
Mezira tremulae
Dasytes cyaneus
Hyptiotes paradoxus
Mycomya hackmani
Dasytes fusculus
Mycomya humida
Acanthodoris pilosa
Ophiopholis aculeata
Ocypus aeneocephalus
Mycomya lambi
Aleochara obscurella
Ocypus ater
Dasytes obscurus
Mycomya maculata
Dasytes plumbeus
Mycomya marginata
Ocypus compressus
Ocypus fuscatus
Mycomya neohyalinata
Mycomya nigricornis
Mycomya nitida
Mycomya norna
Ocypus melanarius
Mycomya ornata
Hyperaspis pseudopustulata
Robertus arundineti
Bathyphantes approximatus
Mycomya penicillata
Stigmatogaster subterraneus
Mycomya prominens
Ocypus ophthalmicus
Mycomya pulchella
Bathyphantes gracilis
Theridion impressum
Mycomya ruficollis
Ocypus picipennis
Bathyphantes nigrinus
Mycomya shermani
Phyllonorycter anderidae
Caulleriella killariensis
Mycomya sigma
Phyllonorycter apparella
Parna tenella
Cyphon ochraceus
Progyrator mamertinus
Mycomya subarctica
Bathyphantes setiger
Mycomya tenuis
Grammia quenseli
Mycomya trivittata
Grammia qvenseli
Mycomya tumida
Stigmatomeria crassicornis
Mycomya vittiventris
Phyllonorycter blancardella
Mycomya wankowiiczii
Phyllonorycter cavella
Lamprodila rutilans
Leucothoe incisa
Phyllonorycter cerasicolella
Theridion mystaceum
Proheliolites dubius
Leucothoe lilljeborgi
Aspius aspius
Panorpa cognata
Micranurida sensillata
Panorpa communis
Phyllonorycter coryli
Phyllonorycter corylifoliella
Ciconia ciconia
Cyphon pubescens
Astacus astacus
Asplanchna priodonta
Panorpa germanica
Spirotropis confusa
Lehmannia marginata
Leucothoe spinicarpa
Pseudomystides limbata
Cyphon punctipennis
Phyllonorycter dubitella
Robertus scoticus
Phyllonorycter emberizaepennella
Bathypolypus arcticus
Ocyusa maura
Electra crustulenta
Phyllonorycter froelichiella
Bathyporeia elegans
Theridion sisyphium
Electra pilosa
Bathyporeia pilosa
Miarus campanulae
Phyllonorycter harrisella
Phyllonorycter heegeriella
Scopula frigidaria
Phyllonorycter hilarella
Cyphon variabilis
Halictus rubicundus
Nineta vittata
Phyllonorycter hostis
Phyllonorycter insignitella
Theridion varians
Lymnaea peregra
Hellinsia didactylites
Hellinsia distinctus
Proisotoma admaritima
Phyllonorycter junoniella
Proisotoma armeriae
Monochroa rumicetella
Proisotoma borealis
Hellinsia lienigianus
Phyllonorycter kleemannella
Electrogena affinis
Scopula immutata
Hellinsia tephradactyla
Triphosa dubitata
Phyllonorycter lautella
Proisotoma minima
Proisotoma minuta
Proisotoma ripicola
Acantholabrus palloni
Hyas araneus
Proisotoma subarctica
Hyas coarctatus
Unciger foetidus
Lymnaea stagnalis
Acantholaimus jubilus
Xanthostigma xanthostigma
Acantholaimus microdontus
Setema cereola
Drymonia ruficornis
Plodia interpunctella
Acantholeberis curvirostris
Gibbula tumida
Phyllonorycter nicellii
Phyllonorycter nigrescentella
Ploesoma hudsoni
Ploesoma lenticulare
Ploesoma triacanthum
Cosmardia moritzella
Phyllonorycter oxyacanthae
Spisula elliptica
Cidaria fulvata
Phyllonorycter platanoidella
Electrophaes corylata
Leucozona laternaria
Lixus bardanae
Leucozona glaucia
Leucozona inopinata
Setia turgida
Lampronia corticella
Melanophila cyanea
Leucozona lucorum
Lampronia flavimitrella
Chernes cimicoides
Lampronia fuscatella
Phyllonorycter quercifoliella
Spisula solida
Lampronia luzella
Lampronia morosa
Triphyllus bicolor
Trachea atriplicis
Stigmella aceris
Phyllonorycter quinqueguttella
Stigmella aeneofasciella
Phyllonorycter rajella
Modiolarca tumida
Stigmella alnetella
Spisula subtruncata
Stigmella anomalella
Stigmella assimilella
Stigmella atricapitella
Phyllonorycter roboris
Phyllonorycter sagitella
Stigmella basiguttella
Stigmella benanderella
Phyllonorycter salicicolella
Puffinus assimilis
Stigmella betulicola
Phyllonorycter salictella
Halidamia affinis
Pithanus maerkeli
